game_id,season,game_type,week,gameday,weekday,gametime,away_team,away_score,home_team,home_score,location,result,overtime,div_game,away_rest,home_rest,away_coach,home_coach,referee,stadium_id,stadium
2017_17_NYJ_NE,2017,REG,17,2017-12-31,Sunday,13:00,NYJ,6,NE,26,Home,20,0,1,7,7,Todd Bowles,Bill Belichick,Brad Allen,BOS00,Gillette Stadium
2017_17_WAS_NYG,2017,REG,17,2017-12-31,Sunday,13:00,WAS,10,NYG,18,Home,8,0,1,7,7,Jay Gruden,Steve Spagnuolo,John Hussey,NYC01,MetLife Stadium
2017_17_DAL_PHI,2017,REG,17,2017-12-31,Sunday,13:00,DAL,6,PHI,0,Home,-6,0,1,7,6,Jason Garrett,Doug Pederson,John Parry,PHI00,Lincoln Financial Field
2017_17_CLE_PIT,2017,REG,17,2017-12-31,Sunday,13:00,CLE,24,PIT,28,Home,4,0,1,7,6,Hue Jackson,Mike Tomlin,Jerome Boger,PIT00,Heinz Field
2017_17_CAR_ATL,2017,REG,17,2017-12-31,Sunday,16:25,CAR,10,ATL,22,Home,12,0,1,7,7,Ron Rivera,Dan Quinn,Bill Vinovich,ATL97,Mercedes-Benz Stadium
2017_17_CIN_BAL,2017,REG,17,2017-12-31,Sunday,16:25,CIN,31,BAL,27,Home,-4,0,1,7,8,Marvin Lewis,John Harbaugh,Ron Torbert,BAL00,M&T Bank Stadium
2017_17_KC_DEN,2017,REG,17,2017-12-31,Sunday,16:25,KC,27,DEN,24,Home,-3,0,1,7,7,Andy Reid,Vance Joseph,Clete Blakeman,DEN00,Sports Authority Field at Mile High
2017_17_SF_LA,2017,REG,17,2017-12-31,Sunday,16:25,SF,34,LAR,13,Home,-21,0,1,7,7,Kyle Shanahan,Sean McVay,Terry McAulay,LAX99,Los Angeles Memorial Coliseum
2017_17_OAK_LAC,2017,REG,17,2017-12-31,Sunday,16:25,OAK,10,LAC,30,Home,20,0,1,6,7,Jack Del Rio,Anthony Lynn,Ed Hochuli,LAX97,StubHub Center
2017_17_BUF_MIA,2017,REG,17,2017-12-31,Sunday,16:25,BUF,22,MIA,16,Home,-6,0,1,7,7,Sean McDermott,Adam Gase,Jeff Triplette,MIA00,Hard Rock Stadium
2017_17_ARI_SEA,2017,REG,17,2017-12-31,Sunday,16:25,ARI,26,SEA,24,Home,-2,0,1,7,7,Bruce Arians,Pete Carroll,Walt Coleman,SEA00,CenturyLink Field
2017_17_NO_TB,2017,REG,17,2017-12-31,Sunday,16:25,NO,24,TB,31,Home,7,0,1,7,7,Sean Payton,Dirk Koetter,Walt Anderson,TAM00,Raymond James Stadium
2017_17_JAX_TEN,2017,REG,17,2017-12-31,Sunday,16:25,JAX,10,TEN,15,Home,5,0,1,7,7,Doug Marrone,Mike Mularkey,Tony Corrente,NAS00,Nissan Stadium
